date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:13	22935/22935	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/menu/bar_small.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/menu/bar_small.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:15	12836/12836	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/menu/salon_small.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/menu/salon_small.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:16	19569/19569	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/menu/kitchen_small.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/menu/kitchen_small.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:17	11997/11997	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/menu/shop_small.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/menu/shop_small.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:17	1278/1278	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Jan%202015%2010:51:48%20GMT	http://www.dehaus.be/img/arrow-drag_2x.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/arrow-drag_2x.png	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:18	411/411	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/overlay-expend-cursor.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/overlay-expend-cursor.png	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:18	170/170	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Sep%202014%2008:42:58%20GMT	http://www.dehaus.be/img/diagonal-line2.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/diagonal-line2.png	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:18	68893/68893	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Sep%202014%2009:41:19%20GMT	http://www.dehaus.be/img/bg/home/home_01.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/home/home_01.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:18	658/658	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/overlay-close-cursor.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/overlay-close-cursor.png	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:18	13074/13074	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/menu/about_small.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/menu/about_small.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:19	373/373	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/map-pointer_@2x.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/map-pointer_@2x.png	(from http://www.dehaus.be/css/style.css?1476199747)
21:06:23	46402/46402	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg-loading.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg-loading.jpg	(from http://www.dehaus.be/css/style.css?1476199747)
21:07:55	5079348/5079348	---M--	200	added ('OK')	video/webm	date:Thu,%2025%20Sep%202014%2015:53:17%20GMT	http://www.dehaus.be/video/bar.webm	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/video/bar.webm	(from http://www.dehaus.be/)
21:07:56	85237/85237	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Sep%202015%2010:00:13%20GMT	http://www.dehaus.be/css/style.css?1476200073	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/css/styleb51b.css	(from http://www.dehaus.be/home)
21:07:57	85237/85237	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Sep%202015%2010:00:13%20GMT	http://www.dehaus.be/css/style.css?1476200074	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/css/style475a.css	(from http://www.dehaus.be/bar)
21:07:57	12171/12171	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:37:56%20GMT	http://www.dehaus.be/bar/dragon	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/dragon.html	(from http://www.dehaus.be/bar)
21:07:58	85237/85237	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Sep%202015%2010:00:13%20GMT	http://www.dehaus.be/css/style.css?1476200075	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/css/style6f11.css	(from http://www.dehaus.be/shop)
21:08:33	236412/236412	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202015%2013:17:48%20GMT	http://www.dehaus.be/img/gins/dragon.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/gins/dragon.jpg	(from http://www.dehaus.be/bar)
21:08:34	211309/211309	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/shop/flag-garland.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/flag-garland.jpg	(from http://www.dehaus.be/shop)
21:08:50	330236/330236	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/shop/industrial-metal-stools.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/industrial-metal-stools.jpg	(from http://www.dehaus.be/shop)
21:08:52	339431/339431	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2015:36:18%20GMT	http://www.dehaus.be/img/shop/newspaper-tray.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/newspaper-tray.jpg	(from http://www.dehaus.be/shop)
21:09:33	370191/370191	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/shop/industrial-vintage-chair.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/industrial-vintage-chair.jpg	(from http://www.dehaus.be/shop)
21:09:38	292398/292398	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Nov%202014%2014:09:28%20GMT	http://www.dehaus.be/img/shop/shiny-office-lamp.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/shiny-office-lamp.jpg	(from http://www.dehaus.be/shop)
21:09:47	336093/336093	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Oct%202014%2015:53:52%20GMT	http://www.dehaus.be/img/shop/vintage-chair.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/vintage-chair.jpg	(from http://www.dehaus.be/shop)
21:10:31	268658/268658	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Oct%202014%2008:14:36%20GMT	http://www.dehaus.be/img/shop/newspaper-holder-drinks-tray-table.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/newspaper-holder-drinks-tray-table.jpg	(from http://www.dehaus.be/shop)
21:10:35	751591/751591	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Sep%202014%2012:44:04%20GMT	http://www.dehaus.be/img/shop/vintage-stool.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/vintage-stool.jpg	(from http://www.dehaus.be/shop)
21:10:44	439997/439997	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/shop/vintage-office-lamp.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/vintage-office-lamp.jpg	(from http://www.dehaus.be/shop)
21:10:51	452829/452829	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/shop/old-pupil-s-chair.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/old-pupil-s-chair.jpg	(from http://www.dehaus.be/shop)
21:11:16	277553/277553	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Oct%202014%2015:48:27%20GMT	http://www.dehaus.be/img/shop/industrial-lamp.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/industrial-lamp.jpg	(from http://www.dehaus.be/shop)
21:11:46	337911/337911	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jan%202015%2012:09:57%20GMT	http://www.dehaus.be/img/shop/gobo-lightning.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/gobo-lightning.jpg	(from http://www.dehaus.be/shop)
21:11:47	85237/85237	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Sep%202015%2010:00:13%20GMT	http://www.dehaus.be/css/style.css?1476200276	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/css/style03c7.css	(from http://www.dehaus.be/bar/dragon)
21:11:47	340/340	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202016%2015:41:47%20GMT	http://www.dehaus.be/bar/home	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/home	(from http://www.dehaus.be/bar/dragon)
21:11:48	340/340	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202016%2015:41:47%20GMT	http://www.dehaus.be/bar/bar	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/bar	(from http://www.dehaus.be/bar/dragon)
21:11:48	340/340	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202016%2015:41:48%20GMT	http://www.dehaus.be/bar/salon	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/salon	(from http://www.dehaus.be/bar/dragon)
21:11:48	340/340	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202016%2015:41:48%20GMT	http://www.dehaus.be/bar/kitchen	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/kitchen	(from http://www.dehaus.be/bar/dragon)
21:11:49	340/340	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202016%2015:41:48%20GMT	http://www.dehaus.be/bar/shop	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/shop	(from http://www.dehaus.be/bar/dragon)
21:11:49	340/340	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202016%2015:41:49%20GMT	http://www.dehaus.be/bar/about	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar/about	(from http://www.dehaus.be/bar/dragon)
21:11:55	513618/513618	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/shop/red-leather-chair.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/red-leather-chair.jpg	(from http://www.dehaus.be/shop)
21:12:00	508726/508726	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Oct%202014%2009:54:35%20GMT	http://www.dehaus.be/img/shop/the-shell-red-chair.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/the-shell-red-chair.jpg	(from http://www.dehaus.be/shop)
21:12:00	316899/316899	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Feb%202015%2013:15:41%20GMT	http://www.dehaus.be/img/shop/super-formica-table.JPG	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/shop/super-formica-table.jpg	(from http://www.dehaus.be/shop)
